pickup_hour,day_of_week,weather_condition,pickup_zone,vehicle_type,distance_km,passenger_count,surge_multiplier,fare_amount
3,Sunday,Snowy,University,Uber Black,5.6,1.0,1.3,18.68
19,Saturday,,Mall,UberX,3.23,3.0,2.5,13.21
3,Sunday,Rainy,Downtown,UberX,,2.0,1.15,3.79
17,Thursday,,University,Uber Pool,4.54,3.0,1.84,11.67
3,Thursday,Clear,University,UberXL,8.52,2.0,1.0,16.1
16,Wednesday,Clear,Airport,UberXL,9.37,2.0,1.0,23.27
11,Sunday,Clear,Downtown,UberXL,1.0,1.0,1.0,4.92
21,Monday,Rainy,,UberX,12.92,3.0,1.15,20.71
16,Monday,Rainy,Suburb,Uber Black,5.42,2.0,,13.48
9,Tuesday,Foggy,University,Uber Pool,5.88,3.0,1.4,11.0
21,Friday,Foggy,Airport,UberX,26.11,1.0,1.2,52.99
0,Saturday,Foggy,University,UberXL,2.68,1.0,1.2,8.19
21,Friday,Snowy,Downtown,Uber Black,11.47,3.0,1.56,42.43
23,Sunday,Clear,Downtown,UberX,6.84,2.0,1.0,13.24
17,Friday,Rainy,Mall,UberX,9.65,4.0,2.21,28.67
17,Tuesday,Rainy,Downtown,UberX,4.33,4.0,1.84,13.94
13,Friday,Clear,Mall,UberXL,2.62,1.0,1.2,7.41
14,Wednesday,Snowy,Suburb,Uber Black,6.32,2.0,1.3,17.68
11,Tuesday,Foggy,Airport,UberXL,3.76,4.0,1.0,11.19
3,Wednesday,Clear,Suburb,UberX,2.02,2.0,1.0,4.59
2,Sunday,Clear,Mall,UberXL,14.62,3.0,1.0,24.8
19,Tuesday,Rainy,University,Uber Black,5.17,1.0,1.84,27.09
11,Sunday,,University,UberX,15.04,3.0,1.15,25.18
6,Sunday,Snowy,Suburb,Uber Black,,3.0,1.3,17.53
10,Friday,Clear,University,Uber Black,6.51,3.0,1.2,19.25
0,Wednesday,Clear,Mall,UberX,42.85,2.0,1.0,52.44
5,Sunday,Clear,Airport,UberX,24.21,4.0,1.0,41.02
14,Wednesday,Clear,Downtown,UberXL,,3.0,1.0,3.98
14,Wednesday,Clear,Mall,Uber Black,16.24,,1.0,39.05
18,Tuesday,Foggy,Mall,Uber Pool,3.96,2.0,1.6,9.12
10,Thursday,Clear,Downtown,UberXL,1.0,4.0,1.0,6.32
22,Friday,Clear,Downtown,UberX,6.86,3.0,1.2,14.84
1,Sunday,Clear,Airport,UberX,30.2,1.0,1.0,51.32
13,Wednesday,Clear,Airport,Uber Black,29.29,3.0,1.0,85.37
1,Saturday,Foggy,Airport,UberX,1.08,4.0,1.2,3.0
3,Thursday,Rainy,University,UberXL,11.8,4.0,1.15,25.56
16,Sunday,Rainy,Mall,UberX,12.99,3.0,1.15,21.09
2,Saturday,Clear,Downtown,UberX,3.68,3.0,1.2,9.85
12,Friday,Clear,Mall,UberX,,2.0,1.2,17.11
8,Friday,Clear,Mall,UberX,5.36,4.0,,11.56
6,Wednesday,Clear,Airport,UberXL,2.07,4.0,1.0,8.09
14,Wednesday,Foggy,Airport,UberX,11.46,3.0,1.0,17.01
22,Sunday,Clear,Mall,Uber Pool,2.44,1.0,1.0,5.11
10,Tuesday,Rainy,Airport,UberXL,3.33,,1.15,11.52
19,Thursday,Clear,University,UberX,1.69,3.0,1.6,3.62
1,Sunday,Rainy,Downtown,UberX,10.16,4.0,1.15,18.86
14,Thursday,Foggy,Mall,UberXL,4.91,2.0,1.0,8.76
13,Wednesday,Rainy,Downtown,UberX,4.69,3.0,1.15,9.03
19,Friday,Rainy,University,Uber Pool,7.42,1.0,2.21,19.27
21,Wednesday,Snowy,Airport,UberXL,1.37,1.0,1.3,5.73
10,Friday,Rainy,Suburb,UberX,18.27,3.0,1.38,32.26
2,Sunday,Clear,University,UberXL,5.01,1.0,1.0,11.4
16,Friday,,Suburb,UberX,3.65,1.0,1.2,8.95
11,Wednesday,Rainy,Downtown,UberX,1.08,3.0,1.15,4.14
23,Monday,Rainy,,Uber Pool,1.47,1.0,1.15,6.39
20,Thursday,Clear,Airport,UberX,20.24,1.0,1.6,52.52
14,Saturday,Clear,University,UberXL,4.88,3.0,1.2,
15,Friday,Snowy,Airport,Uber Pool,10.25,4.0,1.56,22.0
4,Friday,Clear,Suburb,UberX,1.0,2.0,1.2,4.95
19,Monday,Clear,Suburb,UberX,8.25,2.0,1.6,16.6
5,Sunday,Clear,Mall,UberX,20.36,4.0,1.0,28.76
18,Sunday,Foggy,Suburb,UberX,2.85,3.0,1.6,8.15
4,Sunday,Clear,,UberX,6.92,4.0,1.0,14.27
2,Saturday,Rainy,University,Uber Black,22.54,2.0,1.38,74.74
0,Tuesday,Clear,Mall,Uber Black,10.16,2.0,1.0,24.82
5,Monday,Rainy,Suburb,Uber Black,1.0,2.0,1.15,4.26
14,Saturday,Foggy,Downtown,UberX,3.81,2.0,1.2,8.54
1,Monday,Clear,Mall,Uber Black,1.0,3.0,1.0,6.82
2,Friday,Clear,Airport,UberXL,15.8,2.0,1.2,43.11
16,Thursday,Clear,Downtown,UberX,7.78,2.0,1.0,13.21
23,Monday,Clear,Mall,UberX,,3.0,1.0,33.86
11,Tuesday,Foggy,Airport,UberX,1.0,4.0,1.0,3.4
17,Wednesday,Clear,Downtown,Uber Pool,4.4,3.0,1.6,8.69
14,Saturday,Rainy,Mall,UberXL,1.0,2.0,1.38,3.77
11,Monday,Clear,University,Uber Black,3.45,1.0,,11.95
15,Monday,Clear,Airport,UberXL,1.41,3.0,1.0,7.06
7,Tuesday,Clear,University,UberXL,3.19,3.0,1.4,8.8
13,Thursday,Rainy,Suburb,UberX,,4.0,1.15,20.38
16,Monday,Clear,Mall,UberXL,1.4,2.0,1.0,4.54
20,Monday,Rainy,Mall,Uber Black,5.13,1.0,1.84,21.73
7,Thursday,Clear,Airport,UberX,20.37,3.0,1.4,47.34
14,Tuesday,Clear,Mall,Uber Pool,53.67,3.0,1.0,52.96
13,Saturday,Rainy,Suburb,UberX,2.31,3.0,1.38,6.88
17,Saturday,Foggy,Mall,UberX,21.94,1.0,1.92,54.59
19,Monday,Clear,Downtown,UberXL,2.42,,1.6,7.33
6,Thursday,Rainy,University,Uber Black,4.27,3.0,1.15,13.09
2,Monday,Clear,Suburb,UberX,16.82,1.0,,19.84
11,Sunday,,Suburb,UberXL,12.34,3.0,1.15,25.11
20,Wednesday,Foggy,University,UberX,15.59,1.0,1.6,37.2
23,Saturday,Foggy,University,UberXL,12.89,4.0,1.2,31.14
2,Sunday,Rainy,Suburb,UberX,2.14,1.0,1.15,6.03
19,Friday,Clear,University,UberX,6.55,4.0,1.92,18.47
13,Wednesday,Foggy,Airport,UberX,3.89,1.0,1.0,9.29
14,Monday,Clear,University,UberX,4.93,2.0,1.0,6.94
13,Tuesday,,Downtown,UberX,1.34,3.0,1.0,4.63
6,Saturday,Clear,Downtown,UberXL,3.04,4.0,1.2,5.7
16,Friday,Snowy,Airport,UberX,15.6,3.0,1.56,36.63
11,Wednesday,Foggy,University,UberX,18.23,,1.0,24.95
19,Saturday,Clear,Downtown,UberX,7.54,1.0,1.92,25.17
3,Thursday,Rainy,Mall,UberX,5.52,2.0,1.15,12.62
8,Tuesday,,University,UberX,9.98,,,21.82
5,Wednesday,Clear,Airport,UberX,7.51,3.0,1.0,14.24
15,Thursday,Clear,University,UberX,32.92,1.0,1.0,46.32
21,Sunday,Rainy,Suburb,UberX,1.69,4.0,1.15,4.06
21,Monday,Clear,Suburb,UberXL,4.77,2.0,1.0,8.36
20,Thursday,Clear,Downtown,Uber Black,20.03,3.0,1.6,
20,Wednesday,Rainy,Suburb,UberX,19.7,1.0,,43.59
1,Wednesday,Foggy,Airport,UberX,5.47,4.0,1.0,14.43
23,Sunday,Rainy,Downtown,UberX,1.16,2.0,1.15,5.08
7,Monday,Rainy,Airport,UberX,13.5,1.0,1.61,35.1
10,Thursday,Clear,Airport,UberX,,1.0,1.0,13.36
12,Thursday,Clear,Suburb,Uber Black,11.87,3.0,1.0,28.45
16,Monday,Rainy,Suburb,UberX,4.97,4.0,1.15,11.51
7,Thursday,Clear,Airport,Uber Pool,1.82,2.0,1.4,8.84
20,Saturday,Foggy,,UberX,1.0,1.0,,6.43
17,Monday,Clear,Suburb,Uber Black,,2.0,1.6,26.67
17,Tuesday,Clear,Suburb,Uber Black,,4.0,1.6,7.91
13,Wednesday,Clear,University,UberX,,3.0,1.0,4.77
14,Tuesday,Snowy,Airport,UberX,4.59,3.0,1.3,11.95
5,Saturday,Clear,,UberXL,,3.0,1.2,11.64
10,Sunday,Clear,,Uber Pool,,2.0,1.0,5.21
12,Saturday,Clear,Downtown,UberX,1.13,2.0,1.2,3.62
0,Friday,Foggy,Suburb,UberX,23.2,1.0,1.2,
5,Friday,Clear,Suburb,UberX,1.13,4.0,1.2,3.78
8,Friday,Clear,Mall,UberX,3.46,4.0,1.68,7.51
7,Monday,Clear,Downtown,Uber Pool,2.91,4.0,1.4,5.69
10,Thursday,Rainy,University,UberXL,16.1,2.0,1.15,33.44
21,Saturday,Clear,Airport,UberX,4.22,3.0,1.2,10.79
18,Tuesday,Clear,University,UberX,1.06,4.0,1.6,5.0
23,Sunday,Clear,Downtown,UberX,1.0,1.0,1.0,4.56
8,Tuesday,,Mall,Uber Black,10.24,2.0,1.61,39.38
16,Tuesday,Rainy,Downtown,Uber Pool,10.03,3.0,1.15,16.61
11,Tuesday,Clear,Mall,UberX,4.33,4.0,,10.18
13,Sunday,Snowy,University,UberX,1.08,3.0,1.3,3.69
14,Friday,,University,Uber Pool,3.72,1.0,,9.36
15,Tuesday,Clear,Downtown,UberX,7.13,4.0,1.0,11.65
21,Sunday,Rainy,Downtown,UberX,,4.0,1.15,14.78
21,Sunday,Rainy,Suburb,UberX,1.0,3.0,1.15,4.88
19,Thursday,Foggy,Mall,UberX,6.5,2.0,1.6,14.19
0,Sunday,Clear,,UberX,2.59,3.0,1.0,4.59
9,Friday,Clear,Airport,Uber Pool,7.68,1.0,1.68,16.72
7,Tuesday,Clear,Airport,UberXL,8.36,3.0,1.4,25.71
17,Sunday,Foggy,Downtown,UberX,19.32,3.0,1.6,46.05
0,Monday,Clear,University,UberX,4.23,4.0,1.0,6.02
1,Sunday,,Airport,Uber Black,6.17,2.0,1.0,19.92
0,Wednesday,Clear,Airport,UberX,2.5,2.0,1.0,3.87
0,Wednesday,,Suburb,UberX,2.7,2.0,1.0,4.64
8,Wednesday,Rainy,Suburb,UberX,1.0,2.0,1.61,3.0
12,Sunday,Clear,,Uber Black,2.7,3.0,1.0,11.0
0,Friday,Clear,Downtown,UberX,1.0,4.0,1.2,3.0
12,Tuesday,Foggy,Suburb,UberX,26.58,4.0,1.0,36.54
19,Saturday,Clear,Airport,UberX,7.83,,1.92,23.98
21,Saturday,Rainy,University,UberX,1.52,3.0,1.38,3.58
6,Saturday,Clear,Suburb,Uber Pool,,2.0,1.2,4.59
1,Friday,Clear,Airport,UberXL,3.7,2.0,1.2,14.55
5,Thursday,Foggy,Mall,UberX,2.94,4.0,,5.37
6,Monday,,Suburb,UberX,2.62,4.0,1.15,7.01
13,Monday,Clear,Mall,UberXL,5.05,2.0,1.0,9.01
17,Wednesday,Snowy,Suburb,UberX,19.52,3.0,2.08,50.46
14,Wednesday,Foggy,Suburb,Uber Black,6.72,2.0,1.0,17.12
1,Sunday,Snowy,Mall,UberXL,5.89,4.0,1.3,13.51
9,Saturday,Clear,Downtown,UberX,13.14,4.0,1.68,33.35
22,Sunday,Clear,Airport,Uber Pool,,3.0,1.0,4.87
11,Saturday,Rainy,Downtown,UberX,1.76,2.0,1.38,4.91
16,Wednesday,Rainy,Downtown,UberX,5.48,2.0,1.15,7.14
7,Tuesday,Clear,Airport,UberXL,9.77,1.0,1.4,29.86
10,Thursday,Rainy,University,Uber Black,5.31,2.0,,18.49
2,Sunday,Clear,Downtown,UberXL,1.43,3.0,1.0,4.83
5,Thursday,Clear,Downtown,UberXL,21.27,4.0,1.0,41.47
8,Thursday,Clear,Downtown,UberX,3.19,1.0,1.4,
5,Thursday,Rainy,University,UberX,12.42,3.0,1.15,21.41
8,Wednesday,Clear,Suburb,UberX,17.76,3.0,1.4,34.03
6,Monday,Foggy,Mall,UberXL,3.4,1.0,1.0,7.09
8,Wednesday,Rainy,Mall,UberX,14.93,2.0,1.61,33.09
17,Thursday,Rainy,University,UberX,9.92,,1.84,25.18
11,Wednesday,Snowy,Downtown,Uber Pool,18.77,3.0,1.3,25.51
7,Thursday,Rainy,Mall,UberX,2.32,2.0,1.61,10.15
7,Friday,Snowy,University,UberX,21.42,4.0,2.18,61.41
17,Saturday,Clear,Airport,UberX,1.0,1.0,1.92,4.43
19,Monday,Clear,,UberX,12.63,3.0,1.6,27.39
14,Friday,Clear,Airport,UberX,4.58,2.0,1.2,9.45
6,Tuesday,Clear,Downtown,UberX,1.57,3.0,1.0,3.0
10,Wednesday,Foggy,Mall,UberX,1.0,2.0,1.0,3.39
19,Tuesday,,University,UberX,3.95,2.0,1.6,8.3
15,Sunday,Clear,Suburb,UberX,3.95,1.0,,
3,Wednesday,Rainy,Mall,UberX,2.09,4.0,1.15,3.42
5,Saturday,Rainy,Mall,UberX,1.94,2.0,1.38,7.18
21,Friday,Clear,Mall,UberX,4.08,3.0,1.2,10.9
2,Saturday,Rainy,Mall,UberX,4.22,2.0,1.38,7.4
8,Sunday,Clear,University,Uber Pool,4.67,4.0,1.4,11.88
9,Thursday,Clear,University,Uber Pool,16.25,3.0,1.4,
13,Saturday,Rainy,Suburb,UberX,7.56,2.0,1.38,15.38
10,Saturday,Rainy,University,UberX,1.0,2.0,1.38,3.0
17,Thursday,Clear,University,UberXL,5.86,1.0,1.6,15.79
21,Wednesday,Foggy,Downtown,UberXL,11.5,4.0,1.0,22.69
11,Thursday,Clear,Downtown,Uber Pool,1.0,,1.0,3.23
22,Friday,Clear,Airport,UberX,4.39,4.0,1.2,10.28
11,Saturday,Clear,Suburb,UberXL,4.8,2.0,1.2,11.79
12,Thursday,Rainy,Downtown,Uber Pool,24.64,3.0,1.15,29.48
12,Sunday,Rainy,Suburb,UberX,5.17,4.0,1.15,9.3
18,Sunday,Clear,Suburb,UberX,11.09,3.0,1.6,23.79
18,Saturday,Clear,Mall,UberX,2.89,,1.92,13.02
22,Friday,Rainy,Suburb,UberX,12.09,3.0,1.38,19.12
13,Tuesday,Clear,Mall,UberX,3.12,2.0,1.0,6.81
3,Friday,Clear,Airport,Uber Black,4.5,,1.2,18.07
12,Monday,Rainy,Airport,UberX,5.22,3.0,1.15,11.9
7,Monday,Clear,Airport,UberX,20.87,2.0,1.4,48.63
22,Monday,Foggy,Mall,Uber Pool,1.0,4.0,1.0,6.37
20,Saturday,Clear,Mall,UberX,1.75,3.0,1.92,7.05
22,Sunday,Rainy,Airport,UberX,9.79,1.0,1.15,17.82
18,Wednesday,Clear,Mall,UberX,6.89,1.0,1.6,16.27
11,Sunday,Foggy,University,UberX,2.32,3.0,1.0,5.18
17,Wednesday,,University,UberX,2.73,3.0,1.6,7.08
5,Wednesday,Rainy,Mall,Uber Black,3.66,3.0,,12.04
17,Sunday,Rainy,Mall,UberX,4.79,4.0,1.84,12.9
18,Saturday,Clear,Downtown,UberXL,13.63,2.0,1.92,48.22
21,Friday,Clear,Downtown,UberX,1.0,1.0,1.2,3.93
4,Wednesday,Rainy,Suburb,Uber Pool,,1.0,1.15,19.64
23,Tuesday,Snowy,Suburb,UberXL,4.26,4.0,1.3,12.44
8,Sunday,Clear,Suburb,Uber Pool,2.1,3.0,1.4,4.94
2,Sunday,Clear,Airport,UberX,5.68,3.0,1.0,11.76
9,Monday,Foggy,University,Uber Black,8.62,2.0,1.4,29.08
18,Friday,Clear,Airport,Uber Pool,1.0,2.0,1.92,
2,Monday,Snowy,Mall,Uber Black,10.06,1.0,1.3,30.71
21,Sunday,Rainy,Downtown,UberX,11.44,2.0,1.15,19.82
14,Sunday,,Mall,UberX,1.45,,1.15,3.88
0,Wednesday,Clear,Mall,UberX,1.47,4.0,1.0,4.39
6,Friday,Clear,Downtown,UberX,1.82,3.0,1.2,3.0
11,Thursday,Rainy,Mall,Uber Black,12.74,3.0,1.15,37.74
16,Tuesday,Foggy,Suburb,UberXL,2.54,1.0,1.0,5.41
20,Wednesday,Snowy,Downtown,UberXL,12.71,3.0,2.08,47.29
23,Sunday,Clear,Mall,UberX,6.22,4.0,1.0,11.68
19,Wednesday,Clear,Suburb,UberX,,,1.6,23.14
4,Tuesday,Clear,Suburb,UberX,6.45,4.0,1.0,10.54
3,Sunday,Foggy,University,UberX,3.27,3.0,1.0,4.88
11,Tuesday,Clear,Suburb,Uber Black,19.33,4.0,1.0,44.57
19,Thursday,Clear,Airport,UberX,10.05,3.0,1.6,27.15
23,Wednesday,Clear,Downtown,UberXL,5.29,1.0,1.0,10.68
17,Saturday,Clear,Downtown,UberX,,2.0,1.92,24.39
16,Wednesday,Snowy,Downtown,Uber Pool,7.65,2.0,1.3,14.47
18,Monday,Clear,Mall,UberX,3.55,,1.6,8.17
8,Friday,Clear,Mall,UberX,4.41,3.0,1.68,11.59
3,Friday,,Airport,UberX,3.06,2.0,1.2,6.25
20,Monday,Clear,Suburb,UberX,60.0,4.0,1.6,117.86
1,Sunday,Clear,Mall,UberXL,6.94,4.0,1.0,14.84
3,Friday,Clear,Suburb,Uber Black,1.0,4.0,1.2,5.31
1,Tuesday,Rainy,Suburb,UberX,5.86,2.0,1.15,9.74
14,Friday,Clear,Mall,UberX,1.0,1.0,1.2,3.56
1,Friday,Clear,Mall,UberXL,2.72,3.0,1.2,7.0
3,Monday,Clear,Airport,UberX,4.72,3.0,1.0,9.55
5,Sunday,Rainy,University,UberX,6.11,2.0,,10.37
6,Thursday,Rainy,Downtown,Uber Black,29.9,1.0,1.15,85.97
9,Friday,Rainy,Mall,UberX,32.24,2.0,1.93,75.45
18,Saturday,Rainy,Mall,UberXL,1.0,4.0,2.21,3.0
18,Friday,Rainy,Suburb,UberXL,6.18,4.0,2.21,25.93
21,Thursday,Clear,University,Uber Black,13.59,3.0,1.0,33.81
11,Monday,Snowy,Mall,UberXL,2.17,3.0,1.3,
2,Thursday,Clear,University,UberX,11.11,3.0,1.0,15.37
12,Monday,Clear,Downtown,UberX,16.87,3.0,1.0,24.12
17,Tuesday,Rainy,Suburb,Uber Pool,8.69,4.0,1.84,15.29
7,Monday,Clear,Airport,UberX,3.18,4.0,1.4,11.21
20,Tuesday,Snowy,Downtown,UberXL,20.53,1.0,2.08,76.9
14,Tuesday,Clear,University,Uber Black,17.2,3.0,,39.91
0,Monday,Foggy,University,UberXL,10.07,2.0,1.0,20.43
2,Saturday,Foggy,Downtown,UberX,3.62,1.0,1.2,9.94
7,Wednesday,Snowy,University,UberX,12.56,1.0,1.82,31.03
3,Monday,Snowy,Airport,UberX,3.04,4.0,1.3,10.93
15,Friday,Foggy,Airport,UberX,2.33,3.0,1.2,7.3
22,Saturday,Rainy,University,Uber Pool,5.79,1.0,1.38,9.86
9,Saturday,Clear,University,Uber Black,46.84,3.0,1.68,184.14
11,Friday,Clear,Airport,Uber Black,13.05,4.0,1.2,48.04
13,Wednesday,Rainy,,UberX,10.47,1.0,1.15,19.29
13,Saturday,Snowy,Mall,UberX,4.81,1.0,,12.28
1,Tuesday,Rainy,,UberX,2.99,2.0,1.15,7.02
22,Wednesday,Snowy,Mall,UberX,15.5,4.0,1.3,26.79
4,Sunday,Foggy,University,UberX,6.71,2.0,1.0,12.01
4,Friday,Clear,University,UberX,13.42,4.0,1.2,21.83
5,Wednesday,Clear,Suburb,UberX,5.35,2.0,,6.66
12,Monday,Clear,University,UberX,11.22,4.0,1.0,16.92
8,Wednesday,Clear,Suburb,Uber Pool,16.18,,1.4,21.37
21,Tuesday,Rainy,Airport,UberX,3.97,1.0,1.15,7.38
14,Monday,Snowy,Suburb,UberXL,1.0,2.0,1.3,7.01
13,Thursday,Rainy,Suburb,UberX,2.35,2.0,1.15,3.0
23,Friday,Clear,Mall,UberX,,2.0,1.2,31.82
6,Friday,Clear,University,UberX,9.31,,1.2,14.96
19,Wednesday,Clear,Airport,UberXL,10.69,3.0,1.6,36.87
1,Saturday,Clear,Downtown,UberX,3.15,4.0,,8.14
6,Monday,Clear,Suburb,UberX,9.67,2.0,1.0,17.6
5,Thursday,Clear,Downtown,Uber Black,8.31,4.0,1.0,23.66
16,Monday,Clear,University,UberX,1.57,1.0,1.0,3.0
1,Friday,Clear,Suburb,UberX,27.71,4.0,1.2,42.33
2,Monday,Foggy,Downtown,UberX,3.5,1.0,1.0,6.69
4,Thursday,Clear,Mall,UberX,3.2,3.0,1.0,3.23
4,Saturday,Clear,Downtown,Uber Black,3.69,2.0,1.2,13.3
0,Wednesday,Clear,Mall,UberXL,1.0,1.0,1.0,3.09
7,Tuesday,Clear,Airport,UberX,7.85,4.0,1.4,20.75
11,Monday,,University,UberX,2.18,1.0,,5.2
23,Tuesday,Rainy,Downtown,Uber Black,13.01,1.0,1.15,41.03
3,Friday,Clear,Suburb,UberX,4.01,3.0,1.2,8.8
12,Wednesday,Rainy,University,Uber Pool,4.91,2.0,1.15,8.16
22,Sunday,Clear,Downtown,UberX,8.32,1.0,1.0,16.43
14,Wednesday,Rainy,,Uber Black,11.48,1.0,1.15,31.99
10,Monday,Clear,Suburb,Uber Pool,2.1,4.0,1.0,6.86
9,Saturday,Clear,Suburb,UberXL,27.12,1.0,1.68,73.7
2,Wednesday,Rainy,Suburb,UberX,7.79,1.0,,10.22
21,Monday,Foggy,Downtown,UberXL,1.0,2.0,1.0,4.6
13,Monday,Rainy,Airport,UberXL,4.3,2.0,1.15,14.59
15,Tuesday,Clear,Mall,UberXL,4.59,4.0,1.0,
9,Wednesday,Clear,Mall,UberX,13.25,,1.4,
9,Monday,Snowy,Mall,UberXL,2.91,1.0,1.82,8.46
11,Tuesday,Clear,Airport,UberX,3.22,1.0,1.0,7.48
8,Thursday,,Suburb,UberX,1.0,3.0,1.4,4.16
0,Sunday,Clear,Suburb,UberXL,,3.0,1.0,7.69
4,Tuesday,Clear,University,UberX,10.1,4.0,1.0,14.47
19,Tuesday,Clear,Mall,Uber Black,8.06,3.0,1.6,30.47
7,Monday,Clear,Mall,Uber Pool,1.0,4.0,1.4,4.7
10,Friday,Clear,Suburb,Uber Pool,1.0,1.0,1.2,3.9
11,Friday,Foggy,Mall,UberXL,3.78,3.0,1.2,10.37
0,Saturday,Clear,Suburb,UberX,10.89,2.0,1.2,19.46
21,Friday,Clear,Suburb,UberX,14.31,3.0,1.2,24.21
19,Tuesday,Rainy,Suburb,UberX,1.0,1.0,1.84,7.87
10,Saturday,Rainy,Downtown,UberX,3.19,2.0,1.38,8.98
4,Monday,Clear,Downtown,UberX,4.42,4.0,1.0,9.01
14,Wednesday,Foggy,Downtown,Uber Black,19.36,1.0,1.0,48.89
4,Sunday,Clear,Downtown,UberX,5.57,2.0,1.0,9.95
11,Sunday,,Airport,UberX,2.51,3.0,1.0,4.49
4,Tuesday,Clear,University,Uber Black,3.95,4.0,1.0,10.7
16,Tuesday,Clear,University,UberX,4.59,3.0,1.0,9.98
16,Saturday,,Suburb,UberX,8.87,2.0,1.2,12.95
23,Monday,Rainy,Mall,UberX,1.0,2.0,1.15,5.97
11,Thursday,Clear,Downtown,Uber Black,3.95,1.0,1.0,11.61
23,Tuesday,Clear,University,UberXL,8.32,4.0,1.0,15.11
14,Thursday,Clear,University,UberXL,2.67,4.0,1.0,6.57
14,Thursday,,Downtown,UberX,7.17,2.0,1.15,14.27
5,Friday,Clear,Airport,UberXL,3.54,1.0,1.2,11.47
11,Monday,Clear,Airport,UberXL,11.37,2.0,1.0,29.02
19,Sunday,Clear,University,UberX,1.0,2.0,1.6,5.17
17,Sunday,Rainy,Airport,UberX,20.0,4.0,1.84,60.67
13,Thursday,Foggy,Downtown,UberXL,1.51,,1.0,5.97
1,Sunday,Rainy,University,UberX,1.38,3.0,,4.71
8,Monday,Clear,Downtown,UberXL,14.69,4.0,1.4,38.33
4,Friday,Foggy,Airport,UberX,16.28,1.0,1.2,33.13
19,Monday,Rainy,Downtown,UberXL,1.0,4.0,1.84,6.08
0,Tuesday,Foggy,Airport,UberX,19.15,1.0,1.0,32.29
22,Thursday,Clear,Airport,UberX,2.55,4.0,1.0,8.36
2,Monday,Clear,Downtown,UberX,7.71,1.0,1.0,14.41
5,Sunday,Rainy,Airport,Uber Pool,1.0,2.0,1.15,3.0
4,Wednesday,Clear,Suburb,Uber Black,3.83,2.0,1.0,
20,Monday,Clear,Downtown,UberXL,4.79,1.0,1.6,15.96
4,Thursday,Foggy,Suburb,Uber Black,7.33,4.0,1.0,18.17
0,Friday,Foggy,Downtown,UberX,5.96,2.0,1.2,13.0
16,Sunday,Snowy,Airport,Uber Black,4.95,4.0,1.3,21.33
18,Friday,Rainy,Airport,UberX,25.68,3.0,,89.61
13,Thursday,Clear,University,UberX,1.64,2.0,1.0,5.78
11,Sunday,Clear,University,UberX,1.38,4.0,1.0,4.11
9,Tuesday,Clear,Suburb,UberX,,4.0,1.4,20.49
19,Sunday,Clear,Airport,UberX,1.0,3.0,1.6,4.97
20,Tuesday,Clear,University,UberX,5.28,4.0,1.6,14.35
17,Friday,Clear,Airport,UberX,5.29,1.0,1.92,19.77
23,Friday,Rainy,Downtown,Uber Black,2.97,2.0,1.38,14.21
10,Thursday,Rainy,University,UberX,21.32,1.0,1.15,32.48
1,Tuesday,Snowy,Suburb,UberX,2.66,3.0,1.3,9.39
17,Friday,Rainy,University,Uber Black,2.72,1.0,,16.16
6,Tuesday,Rainy,Airport,UberX,2.14,4.0,1.15,4.54
23,Friday,Rainy,Mall,Uber Black,1.26,3.0,1.38,6.6
14,Sunday,Snowy,Mall,UberXL,3.62,3.0,1.3,9.76
10,Monday,Rainy,Airport,UberX,,1.0,,18.02
17,Wednesday,,Downtown,UberX,10.84,3.0,1.6,25.47
22,Sunday,Snowy,University,UberX,13.43,1.0,1.3,25.63
11,Saturday,Snowy,Mall,UberX,1.76,,1.56,6.3
5,Monday,Clear,Downtown,UberX,,1.0,1.0,5.82
19,Saturday,Clear,Airport,UberX,29.41,3.0,1.92,90.41
22,Friday,Clear,Downtown,UberX,1.0,3.0,1.2,4.72
12,Wednesday,Clear,Airport,UberXL,25.89,2.0,1.0,56.73
19,Wednesday,Clear,University,UberX,14.12,1.0,1.6,33.76
15,Friday,Clear,Downtown,Uber Black,19.45,1.0,1.2,57.46
17,Friday,Clear,University,UberX,3.92,1.0,1.92,11.14
9,Tuesday,Clear,Downtown,Uber Black,1.76,1.0,,11.59
22,Friday,Rainy,Airport,UberX,7.46,1.0,1.38,18.23
7,Thursday,Clear,Airport,Uber Black,10.82,1.0,1.4,43.46
17,Friday,Rainy,Downtown,UberX,1.12,1.0,2.21,8.74
20,Thursday,Rainy,Airport,UberXL,12.78,2.0,1.84,49.96
0,Friday,Rainy,Suburb,UberX,1.87,2.0,1.38,5.74
22,Tuesday,Foggy,Suburb,UberX,5.41,4.0,1.0,10.61
7,Thursday,Clear,University,UberX,15.53,1.0,1.4,31.25
5,Monday,Clear,Suburb,UberX,1.72,1.0,1.0,3.25
4,Thursday,Clear,Suburb,UberX,2.22,2.0,1.0,8.74
14,Sunday,,Mall,UberX,1.0,,1.0,4.49
21,Tuesday,Rainy,Mall,UberX,1.27,1.0,1.15,4.19
14,Saturday,Clear,Mall,UberX,1.27,1.0,1.2,3.0
1,Thursday,Clear,Mall,UberXL,1.82,2.0,1.0,6.13
0,Sunday,Clear,Airport,Uber Pool,2.7,2.0,1.0,7.91
22,Sunday,Clear,University,UberX,13.5,4.0,1.0,19.08
22,Sunday,Rainy,University,UberXL,19.79,4.0,1.15,38.11
10,Friday,Rainy,Suburb,UberXL,4.17,1.0,1.38,10.65
